title,address,city,state,zip_code,price,beds,baths,area,region
House For Sale,536 Mercer St,Albany ,NY ,12208,189900,3,,1750,albany
Apartment For Sale,206 Jay St,Albany ,NY ,12210,249900,4,3,1890,albany
House For Sale,227 Jay St,Albany ,NY ,12210,250000,2,2,1710,albany
Lot/Land For Sale,86 West St,Albany ,NY ,12206,1000,,,,albany
Lot/Land For Sale,88 West St,Albany ,NY ,12206,1000,,,,albany
House For Sale,312 Hackett Blvd,Albany ,NY ,12208,279900,4,3,2755,albany
Condo For Sale,355 State St 1 E,Albany ,NY ,12210,329900,3,2,2153,albany
Apartment For Sale,15 Ash Grove Pl,Albany ,NY ,12202,189900,,,,albany
Apartment For Sale,70 Central Ave,Albany ,NY ,12206,299997,,,,albany
Lot/Land For Sale,211 Livingston Ave,Albany ,NY ,12210,13000,,,,albany
House For Sale,476 Clinton Ave,Albany ,NY ,12206,67000,4,,2174,albany
House For Sale,768 New Scotland Ave,Albany ,NY ,12208,184900,3,3,1526,albany
Pre-Foreclosure (Auction),Clinton Ave,Albany ,NY ,12206,,6,3,2174,albany
Pre-Foreclosure (Auction),Marshall St,Albany ,NY ,12209,,6,2,2072,albany
House For Sale,612 Livingston Ave,Albany ,NY ,12206,17000,,,,albany
House For Sale,810 Livingston Ave,Albany ,NY ,12206,105000,5,2,1450,albany
Apartment For Sale,35 West St,Albany ,NY ,12206,99000,4,2,2350,albany
Condo For Sale,12 Bryn Mawr Ct,Albany ,NY ,12211,439900,3,,2448,albany
Apartment For Sale,235 Elm St # A,Albany ,NY ,12202,375000,,,,albany
Apartment For Sale,32 1st St,Albany ,NY ,12210,120000,6,3,2728,albany
Apartment For Sale,54 Philip St,Albany ,NY ,12202,220000,4,2,2750,albany
Lot/Land For Sale,194-196 Delaware Ave,Albany ,NY ,12209,30000,,,,albany
House For Sale,65 Crescent Dr,Albany ,NY ,12208,154900,4,2,1573,albany
Pre-Foreclosure (Auction),Barrows St,Albany ,NY ,12209,,3,,1393,albany
House For Sale,103 Orlando Ave,Albany ,NY ,12203,199000,4,,1400,albany
Make Me Move®,366 Hudson Ave,Albany ,NY ,12210,285000,4,2,1900,albany
House For Sale,220 Morris St,Albany ,NY ,12208,220000,3,1,1092,albany
Lot/Land For Sale,3 Albany St,Albany ,NY ,12204,500,,,,albany
Pre-Foreclosure (Auction),Hurlbut St,Albany ,NY ,12209,,4,2,2012,albany
Pre-Foreclosure (Auction),3rd Ave,Albany ,NY ,12202,,3,1,1166,albany
House For Sale,11 Western Ave,Albany ,NY ,12203,167000,3,1,1116,albany
Condo For Sale,254 Hudson Ave # B,Albany ,NY ,12210,125000,2,1,764,albany
For Sale by Owner,655 3rd St,Albany ,NY ,12206,49900,2,2,1550,albany
House For Sale,50 Emmett St,Albany ,NY ,12204,8500,,,,albany
House For Sale,423 Clinton Ave,Albany ,NY ,12206,15000,,,,albany
House For Sale,633 Clinton Ave,Albany ,NY ,12206,17000,2,1,2100,albany
Foreclosure,386 1st St,Albany ,NY ,12206,24900,6,2,2370,albany
For Sale by Owner,12 Edenburg Ave,Albany ,NY ,12203,135000,3,3,1170,albany
House For Sale,351 2nd Ave,Albany ,NY ,12209,75500,3,,1528,albany
House For Sale,281 Myrtle Ave,Albany ,NY ,12208,199900,,,4071,albany
Apartment For Sale,512 Yates St,Albany ,NY ,12208,154900,6,2,2170,albany
Pre-Foreclosure (Auction),Madison Ave,Albany ,NY ,12210,,2,,1200,albany
Lot/Land For Sale,751 New Scotland Ave,Albany ,NY ,12208,69000,,,,albany
Townhouse For Sale,343 State St,Albany ,NY ,12210,539000,5,4,4248,albany
Condo For Sale,17 Chapel St APT 703,Albany ,NY ,12210,549900,2,2,1590,albany
House For Sale,75 Euclid Ave,Albany ,NY ,12203,259000,4,,1892,albany
House For Sale,387 2nd Ave,Albany ,NY ,12209,14900,3,2,882,albany
Apartment For Sale,117 Philip St,Albany ,NY ,12202,119000,5,3,1600,albany
Foreclosure,316 Sheridan Ave,Albany ,NY ,12206,5000,2,2,850,albany
Lot/Land For Sale,164-172 Lancaster St,Albany ,NY ,12210,260000,,,,albany
Condo For Sale,2 1st St,Albany ,NY ,12210,249900,5,3,3300,albany
Apartment For Sale,516 Washington Ave,Albany ,NY ,12203,99750,6,2,1760,albany
Lot/Land For Sale,130 Wellington Ave,Albany ,NY ,12203,29900,,,,albany
Condo For Sale,17 Chapel St APT 602,Albany ,NY ,12210,359900,1,2,1270,albany
House For Sale,218 Morris St,Albany ,NY ,12208,230000,4,,1568,albany
Lot/Land For Sale,13 Oriole St,Albany ,NY ,12209,5000,,,,albany
Lot/Land For Sale,53 Ontario St,Albany ,NY ,12206,2500,,,,albany
Lot/Land For Sale,219 Colonie St,Albany ,NY ,12210,1000,,,,albany
Lot/Land For Sale,215 Colonie St,Albany ,NY ,12210,500,,,,albany
Lot/Land For Sale,15 Hartman Rd,Albany ,NY ,12208,75000,,,,albany
Lot/Land For Sale,19 Hartman Rd,Albany ,NY ,12208,65000,,,,albany
House For Sale,32 Van Zandt St,Albany ,NY ,12207,95000,3,,2300,albany
Pre-Foreclosure (Auction),Ridgefield St,Albany ,NY ,12208,,3,,1250,albany
House For Sale,316 2nd St,Albany ,NY ,12206,12500,3,1,850,albany
Pre-Foreclosure (Auction),Barclay St,Albany ,NY ,12209,,6,2,2016,albany
Pre-Foreclosure (Auction),N Lake Ave,Albany ,NY ,12206,,,,,albany
Pre-Foreclosure (Auction),Dove St,Albany ,NY ,12202,,6,3,2865,albany
Pre-Foreclosure (Auction),N Lake Ave,Albany ,NY ,12206,,,,,albany
Pre-Foreclosure (Auction),Lenox Ave,Albany ,NY ,12208,,4,,2495,albany
House For Sale,9 Thurlow Ter,Albany ,NY ,12203,995000,,,,albany
Apartment For Sale,7 Wilbur St,Albany ,NY ,12202,134900,7,2,2070,albany
House For Sale,478 Clinton Ave,Albany ,NY ,12206,90000,4,,1450,albany
House For Sale,5 Alden Ave,Albany ,NY ,12209,79000,2,1,856,albany
Apartment For Sale,185 Lancaster St,Albany ,NY ,12210,283900,,,,albany
House For Sale,175 Broad St,Albany ,NY ,12202,4250,,,,albany
House For Sale,34 2nd Ave,Albany ,NY ,12202,4000,,,,albany
House For Sale,436 3rd St,Albany ,NY ,12206,6500,,,,albany
House For Sale,598 3rd St,Albany ,NY ,12206,5000,,,,albany
House For Sale,378 2nd St,Albany ,NY ,12206,8000,,,,albany
House For Sale,479 1st St,Albany ,NY ,12206,10000,,,,albany
Pre-Foreclosure (Auction),Leonard Pl,Albany ,NY ,12202,,4,,1648,albany
House For Sale,213 Livingston Ave,Albany ,NY ,12210,75000,3,1,1100,albany
Foreclosure,8 Alexander St,Albany ,NY ,12202,9900,,,,albany
Apartment For Sale,291 Lark St,Albany ,NY ,12210,274900,3,3,2520,albany
Lot/Land For Sale,73 N Manning Blvd,Albany ,NY ,12206,5900,,,,albany
Pre-Foreclosure (Auction),Elk St,Albany ,NY ,12206,,2,1,1064,albany
House For Sale,34 Marshall St,Albany ,NY ,12209,110000,3,,168,albany
Pre-Foreclosure (Auction),Manning Blvd,Albany ,NY ,12206,,6,2,2464,albany
Pre-Foreclosure (Auction),2nd Ave,Albany ,NY ,12202,,,,,albany
Apartment For Sale,261 State St,Albany ,NY ,12210,595000,,,,albany
Apartment For Sale,328 Madison Ave,Albany ,NY ,12210,1050000,,,,albany
Pre-Foreclosure (Auction),Madison Ave,Albany ,NY ,12208,,,,,albany
Pre-Foreclosure (Auction),Dana Ave,Albany ,NY ,12208,,6,2,2584,albany
House For Sale,41 Judson St,Albany ,NY ,12206,20000,3,1,1152,albany
House For Sale,263 Tampa Ave,Albany ,NY ,12208,157777,3,2,1100,albany
House For Sale,21 Greyledge Dr,Albany ,NY ,12211,378000,4,3,2727,albany
Pre-Foreclosure (Auction),Ontario St,Albany ,NY ,12208,,5,2,2156,albany
Condo For Sale,352 State St APT 6A,Albany ,NY ,12210,239900,2,2,1143,albany
Pre-Foreclosure (Auction),Grant Ave,Albany ,NY ,12206,,2,1,1344,albany
House For Sale,196 Shaker Rd,Albany ,NY ,12211,274900,5,4,3581,albany
Apartment For Sale,164-66 Madison Ave,Albany ,NY ,12202,369900,,,,albany
House For Sale,852 Myrtle Ave,Albany ,NY ,12208,185900,4,,1503,albany
Pre-Foreclosure (Auction),Trinity Pl,Albany ,NY ,12202,,8,3,3276,albany
Pre-Foreclosure (Auction),Elm St,Albany ,NY ,12202,,5,3,2320,albany
Pre-Foreclosure (Auction),Clinton Ave,Albany ,NY ,12206,,3,3,1400,albany
Pre-Foreclosure (Auction),Hackett Blvd,Albany ,NY ,12208,,3,,1800,albany
Pre-Foreclosure (Auction),Kenosha St,Albany ,NY ,12209,,,,,albany
Apartment For Sale,21 Myrtle Ave,Albany ,NY ,12202,39000,,,,albany
House For Sale,11 Stanwix St,Albany ,NY ,12209,114000,5,,1936,albany
Pre-Foreclosure (Auction),Lancaster St,Albany ,NY ,12203,,5,,2172,albany
Pre-Foreclosure (Auction),O Connell St,Albany ,NY ,12209,,3,2,2068,albany
Pre-Foreclosure (Auction),Lancaster St,Albany ,NY ,12203,,,,,albany
Pre-Foreclosure (Auction),Clare Ave,Albany ,NY ,12202,,,,,albany
Pre-Foreclosure (Auction),Pine Ln,Albany ,NY ,12203,,,,,albany
House For Sale,2961 W Old State Rd,Guilderland ,NY ,12203,429000,4,2,2200,albany
Foreclosed,452 New Scotland Ave # 5,Albany ,NY ,12208,,,,,albany
Pre-Foreclosure (Auction),2nd Ave,Albany ,NY ,12202,,6,2,2472,albany
Pre-Foreclosure (Auction),Benjamin St,Albany ,NY ,12202,,4,2,1512,albany
House For Sale,282 Morris St,Albany ,NY ,12208,152500,5,,2019,albany
Foreclosure,1 Warbler Way,Albany ,NY ,12203,219900,4,3,1812,albany
Pre-Foreclosure (Auction),N Pine Ave,Albany ,NY ,12203,,,,,albany
House For Sale,702 Delaware Ave,Albany ,NY ,12209,130000,5,2,1986,albany
Pre-Foreclosure (Auction),Central Ave,Albany ,NY ,12205,,,,,albany
Lot/Land For Sale,527 S Pearl St,Albany ,NY ,12202,143900,,,,albany
House For Sale,22 Cross St,Albany ,NY ,12203,135000,3,1,826,albany
Pre-Foreclosure (Auction),Albany St,Albany ,NY ,12204,,3,1,912,albany
Pre-Foreclosure (Auction),Schoolhouse Rd,Albany ,NY ,12203,,3,1,1852,albany
New Construction,38 Andriana Ln,Albany ,NY ,12204,299900,3,3,2306,albany
New Construction,44 Andriana Ln,Albany ,NY ,12204,299900,3,3,2306,albany
New Construction,40 Andriana Ln,Albany ,NY ,12204,289900,3,3,2281,albany
Pre-Foreclosure (Auction),W Van Vechten St,Albany ,NY ,12209,,3,2,1380,albany
Pre-Foreclosure (Auction),Lancaster St,Albany ,NY ,12203,,6,2,2456,albany
Foreclosure,206 Kent St,Albany ,NY ,12206,71400,3,2,1224,albany
Pre-Foreclosure (Auction),Villa Rd,Albany ,NY ,12204,,,,,albany
Foreclosure,Villa Ave,Albany ,NY ,12203,,4,2,1600,albany
Pre-Foreclosure (Auction),Beach Ave,Albany ,NY ,12203,,3,,1642,albany
Pre-Foreclosure (Auction),Delaware Ave,Albany ,NY ,12209,,6,2,2528,albany
Pre-Foreclosure (Auction),Brookline Ave,Albany ,NY ,12203,,4,,2232,albany
Pre-Foreclosure (Auction),Terrace Ave,Albany ,NY ,12203,,3,3,1980,albany
Foreclosed,90 Benson St,Albany ,NY ,12206,,,,,albany
Pre-Foreclosure (Auction),2nd St,Albany ,NY ,12206,,4,1,858,albany
Foreclosed,28 Marwood St,Albany ,NY ,12209,,,,,albany
Pre-Foreclosure (Auction),Spring St,Albany ,NY ,12203,,,,,albany
Pre-Foreclosure (Auction),Spring St,Albany ,NY ,12203,,6,2,1520,albany
Pre-Foreclosure (Auction),Orange St,Albany ,NY ,12210,,9,3,2898,albany
Pre-Foreclosure (Auction),Broad St,Albany ,NY ,12202,,9,3,2997,albany
Pre-Foreclosure (Auction),Dana Ave,Albany ,NY ,12208,,6,2,2344,albany
Pre-Foreclosure (Auction),Livingston Ave,Albany ,NY ,12210,,6,2,2270,albany
Pre-Foreclosure (Auction),Delaware Ter,Albany ,NY ,12209,,3,,1804,albany
Pre-Foreclosure (Auction),Colonial Ave,Albany ,NY ,12203,,4,,1901,albany
Pre-Foreclosure (Auction),Woodlawn Ave,Albany ,NY ,12208,,6,2,2226,albany
Pre-Foreclosure (Auction),Morris St,Albany ,NY ,12208,,4,3,2420,albany
Pre-Foreclosure (Auction),Elm St,Albany ,NY ,12202,,2,,1440,albany
Pre-Foreclosure (Auction),N Swan St,Albany ,NY ,12210,,,,,albany
Pre-Foreclosure (Auction),Mount Hope Dr,Albany ,NY ,12202,,3,1,1008,albany
Pre-Foreclosure (Auction),Lark St,Albany ,NY ,12210,,4,3,2520,albany
Pre-Foreclosure (Auction),Broadway,Albany ,NY ,12204,,,,,albany
House For Sale,5 Briar Ave,Albany ,NY ,12203,175000,4,2,2400,albany
Foreclosed,11 Berncliff Ave,Albany ,NY ,12208,,,,,albany
Pre-Foreclosure (Auction),Brookline Ave,Albany ,NY ,12203,,3,1,1754,albany
Pre-Foreclosure (Auction),Southern Blvd,Albany ,NY ,12209,,3,1,1088,albany
Pre-Foreclosure (Auction),Hudson Ave,Albany ,NY ,12210,,2,2,2172,albany
Townhouse For Sale,137 Green St,Albany ,NY ,12202,50000,4,3,2075,albany
Pre-Foreclosure (Auction),Central Ave,Albany ,NY ,12206,,6,2,2068,albany
Pre-Foreclosure (Auction),Broadway,Menands ,NY ,12204,,6,2,2508,albany
Pre-Foreclosure (Auction),Beverly Dr,Albany ,NY ,12203,,4,,1200,albany
Foreclosed,298 2nd St,Albany ,NY ,12206,,6,2,1800,albany
Foreclosed,48 Swinton St,Albany ,NY ,12206,,,,,albany
Pre-Foreclosure (Auction),Regent St,Albany ,NY ,12202,,3,2,1340,albany
Pre-Foreclosure (Auction),Rapp Rd,Albany ,NY ,12203,,,,,albany
Pre-Foreclosure (Auction),S Pearl St,Albany ,NY ,12202,,4,,1426,albany
Pre-Foreclosure (Auction),N Pearl St,Albany ,NY ,12207,,,,,albany
