title,address,city,state,zip_code,price,beds,baths,area,region
House For Sale,445 S Midler Ave,Syracuse ,NY ,13206,77900,3,1,954,syracuse
House For Sale,325 Ballantyne Rd,Syracuse ,NY ,13205,74900,3,2,1326,syracuse
Townhouse For Sale,429 N Franklin St APT 300,Syracuse ,NY ,13204,490000,2,2,1911,syracuse
House For Sale,921 W Onondaga St,Syracuse ,NY ,13204,3500,4,1,2074,syracuse
For Sale by Owner,215 Elliott St,Syracuse ,NY ,13204,39500,6,2,1936,syracuse
Foreclosure,721 Hillside St,Syracuse ,NY ,13208,90100,3,1,1167,syracuse
Foreclosure,301 Kenwood Ave,Syracuse ,NY ,13208,86130,3,,1920,syracuse
For Sale by Owner,800 Stinard Ave,Syracuse ,NY ,13207,159000,4,2,2200,syracuse
House For Sale,305 Burdick Ave,Syracuse ,NY ,13208,62000,3,,1111,syracuse
Foreclosure,131 Roney Rd,Syracuse ,NY ,13205,35000,3,1,1584,syracuse
House For Sale,304 Bruce St,Syracuse ,NY ,13224,40000,2,1,1192,syracuse
House For Sale,408 Liberty St,Syracuse ,NY ,13204,5000,2,1,1124,syracuse
House For Sale,616 Court St,Syracuse ,NY ,13208,59900,3,2,1264,syracuse
Apartment For Sale,915 Court St,Syracuse ,NY ,13208,168000,7,2,2640,syracuse
House For Sale,101 Spring St & Butternut St,Syracuse ,NY ,13208,5000,3,1,1246,syracuse
House For Sale,125 Elmhurst Ave,Syracuse ,NY ,13207,5000,3,1,1378,syracuse
Foreclosure,107 W Borden Ave,Syracuse ,NY ,13205,28900,3,,1584,syracuse
Apartment For Sale,128 Mildred Ave # 30,Syracuse ,NY ,13206,135000,5,3,2254,syracuse
Apartment For Sale,317 Erie St,Syracuse ,NY ,13204,65000,4,,1416,syracuse
House For Sale,118 Willis Ave,Syracuse ,NY ,13204,49900,4,,1582,syracuse
Foreclosure,320 Grant Ave,Syracuse ,NY ,13207,20000,4,2,1698,syracuse
House For Sale,225 E Glen Ave,Syracuse ,NY ,13205,6900,3,1,840,syracuse
House For Sale,136 Steuben St,Syracuse ,NY ,13208,26600,2,1,1308,syracuse
Apartment For Sale,311 E Kennedy St,Syracuse ,NY ,13205,29900,7,4,2748,syracuse
House For Sale,175 Dorwin Ave,Syracuse ,NY ,13205,84900,3,1,1271,syracuse
House For Sale,921 Myrtle St,Syracuse ,NY ,13204,99999,4,2,1880,syracuse
House For Sale,1159 Teall Ave,Syracuse ,NY ,13206,24900,4,2,1600,syracuse
Apartment For Sale,226 Hillsdale Ave # 28,Syracuse ,NY ,13206,44900,2,2,1362,syracuse
House For Sale,175 Fayette Blvd,Syracuse ,NY ,13224,95900,3,2,1419,syracuse
Apartment For Sale,112 Charlotte St # 14,Syracuse ,NY ,13204,109900,4,2,2000,syracuse
House For Sale,236-38 W Brighton Ave W,Syracuse ,NY ,13205,5000,5,2,1814,syracuse
Apartment For Sale,1006 Carbon St,Syracuse ,NY ,13208,95000,5,2,2024,syracuse
Apartment For Sale,1004 Carbon St,Syracuse ,NY ,13208,90000,4,3,1976,syracuse
House For Sale,9 Nursery Ln,Syracuse ,NY ,13210,219900,2,3,2264,syracuse
Townhouse For Sale,40 Nursery Ln # 40,Syracuse ,NY ,13210,298500,4,3,2796,syracuse
Apartment For Sale,410 Pond St,Syracuse ,NY ,13208,43850,5,2,2400,syracuse
Apartment For Sale,828 Oak St,Syracuse ,NY ,13203,65000,4,2,2112,syracuse
Apartment For Sale,337 Park St,Syracuse ,NY ,13203,7900,6,3,2762,syracuse
Auction,111 Ruskin Ave,Syracuse ,NY ,13207,,4,,2544,syracuse
House For Sale,1622 Westmoreland Ave,Syracuse ,NY ,13210,159900,3,2,2184,syracuse
House For Sale,115 Ames Ave & Kimber Ave,Syracuse ,NY ,13207,78500,3,2,1176,syracuse
House For Sale,157 Worden Ave,Syracuse ,NY ,13208,64900,3,1,1296,syracuse
House For Sale,148 S Collingwood Ave,Syracuse ,NY ,13206,115900,4,2,1352,syracuse
For Sale by Owner,505 N State St,Syracuse ,NY ,13203,150000,3,3,1932,syracuse
For Sale by Owner,2201 S State St,Syracuse ,NY ,13205,80000,7,3,3316,syracuse
House For Sale,120 Mark Ave,Syracuse ,NY ,13205,3500,4,1,1344,syracuse
For Sale by Owner,201 Allen St,Syracuse ,NY ,13210,4850,,,,syracuse
House For Sale,228 Shuart Ave,Syracuse ,NY ,13203,159900,2,2,1288,syracuse
Apartment For Sale,405 Temple St # 7,Syracuse ,NY ,13202,114900,12,4,8025,syracuse
House For Sale,116 Walrath Rd,Syracuse ,NY ,13205,89900,3,1,1776,syracuse
House For Sale,300 Norwood Ave,Syracuse ,NY ,13206,113500,3,2,1186,syracuse
Apartment For Sale,216 Wall St,Syracuse ,NY ,13204,5000,6,3,1952,syracuse
Apartment For Sale,735 N Alvord St,Syracuse ,NY ,13208,19900,4,2,2194,syracuse
House For Sale,118 Colby Ave,Syracuse ,NY ,13206,118900,3,2,1620,syracuse
