title,address,city,state,zip_code,price,beds,baths,area,region
Apartment For Sale,128 Prospect Ave,Binghamton ,NY ,13901,99000,,,,binghamton
House For Sale,3 Mason Ave,Binghamton ,NY ,13904,150000,4,,1704,binghamton
House For Sale,27 Avon Rd,Binghamton ,NY ,13905,350000,4,4,5322,binghamton
House For Sale,55 Ardsley Rd,Binghamton ,NY ,13904,99999,3,2,1611,binghamton
Lot/Land For Sale,1487 Hawleyton Rd,Binghamton ,NY ,13903,19900,,,,binghamton
House For Sale,51 Burr Ave,Binghamton ,NY ,13903,64999,3,1,968,binghamton
Apartment For Sale,265 Main St,Binghamton ,NY ,13905,195000,9,3,3450,binghamton
House For Sale,3900 Deer Run Ln,Binghamton ,NY ,13903,599000,4,2,4732,binghamton
Apartment For Sale,151 Oak St,Binghamton ,NY ,13905,265000,,,,binghamton
Apartment For Sale,193.5 Oak St,Binghamton ,NY ,13905,40000,3,1,2040,binghamton
Apartment For Sale,46 North St,Binghamton ,NY ,13905,573000,,,,binghamton
House For Sale,1 Fuller Hollow Rd,Binghamton ,NY ,13903,259900,4,3,3466,binghamton
House For Sale,34 Bingham St,Binghamton ,NY ,13904,64450,3,1,1260,binghamton
Auction,1/4 Park St,Binghamton ,NY ,13905,,3,2,1476,binghamton
House For Sale,27 Bennett Ave,Binghamton ,NY ,13905,117500,4,2,2476,binghamton
For Sale by Owner,123 Murray St,Binghamton ,NY ,13905,999999,8,5,3428,binghamton
Lot/Land For Sale,11 Clearview Ave,Binghamton ,NY ,13903,7500,,,,binghamton
House For Sale,28 High St,Binghamton ,NY ,13903,54900,3,,1337,binghamton
House For Sale,58 Pine St,Binghamton ,NY ,13901,85900,4,2,2166,binghamton
For Sale by Owner,38 Thorp St,Binghamton ,NY ,13905,25000,6,1,2160,binghamton
Apartment For Sale,2 Florence St,Binghamton ,NY ,13905,127000,,,,binghamton
Apartment For Sale,14 Cary St,Binghamton ,NY ,13901,85000,,,,binghamton
House For Sale,121 Pennsylvania Ave,Binghamton ,NY ,13903,57900,2,1,1280,binghamton
Apartment For Sale,28 Frederick St,Binghamton ,NY ,13901,310000,,,,binghamton
Make Me Move®,9 Mather St,Binghamton ,NY ,13905,150000,6,2,2120,binghamton
Apartment For Sale,34 Pearne St,Binghamton ,NY ,13901,35000,3,1,1999,binghamton
For Sale by Owner,125 Murray St,Binghamton ,NY ,13905,999999,8,,,binghamton
Condo For Sale,19 Front St # J,Binghamton ,NY ,13905,95000,2,2,1344,binghamton
House For Sale,87 Highland Ave,Binghamton ,NY ,13905,329000,4,3,2306,binghamton
House For Sale,3 Lillian Dr,Binghamton ,NY ,13903,55400,3,1,1008,binghamton
House For Sale,7 Midwood Dr,Binghamton ,NY ,13903,199900,4,2,2900,binghamton
Pre-Foreclosure (Auction),Winding Way,Binghamton ,NY ,13905,,4,2,2352,binghamton
House For Sale,190 W End Ave,Binghamton ,NY ,13905,142000,4,2,3387,binghamton
For Sale by Owner,6 Tracy St,Binghamton ,NY ,13905,75000,4,2,1650,binghamton
Apartment For Sale,212 Court St,Binghamton ,NY ,13901,399000,,,,binghamton
Apartment For Sale,39 North St,Binghamton ,NY ,13905,135000,,,,binghamton
House For Sale,100 Woodland Ave,Binghamton ,NY ,13903,175000,4,3,2080,binghamton
House For Sale,3904 Deer Run Ln,Binghamton ,NY ,13903,965000,5,7,5970,binghamton
Foreclosure,171 Crary Ave,Binghamton ,NY ,13905,102660,4,2,2155,binghamton
House For Sale,37 Nash St,Binghamton ,NY ,13904,79900,3,2,1448,binghamton
House For Sale,2335 Oswego St,Binghamton ,NY ,13903,82500,3,1,1070,binghamton
Pre-Foreclosure (Auction),Serrell Ave,Binghamton ,NY ,13905,,6,2,1856,binghamton
Pre-Foreclosure (Auction),Julian St,Binghamton ,NY ,13905,,3,1,1428,binghamton
House For Sale,133 1/2 S Washington St,Binghamton ,NY ,13903,119900,3,3,2280,binghamton
Apartment For Sale,59 Griswold St,Binghamton ,NY ,13904,55000,,,,binghamton
House For Sale,53 Gaylord St,Binghamton ,NY ,13904,60000,3,,1126,binghamton
House For Sale,7 Mason Ave,Binghamton ,NY ,13904,70000,3,2,1615,binghamton
Apartment For Sale,329-333 Conklin Ave,Binghamton ,NY ,13903,125900,3,2,3624,binghamton
House For Sale,30 Bevier St,Binghamton ,NY ,13901,55900,3,2,1886,binghamton
House For Sale,14 Indiana St,Binghamton ,NY ,13903,38000,2,1,1232,binghamton
For Sale by Owner,179 Leroy St,Binghamton ,NY ,13905,165000,3,2,2489,binghamton
House For Sale,5 Riverside Dr APT 605,Binghamton ,NY ,13905,75000,1,,900,binghamton
House For Sale,80 Chestnut St,Binghamton ,NY ,13905,149000,3,3,2216,binghamton
House For Sale,11 Schubert St,Binghamton ,NY ,13905,99000,5,2,2048,binghamton
For Sale by Owner,21 Virgil St,Binghamton ,NY ,13901,33000,5,2,2002,binghamton
House For Sale,1290 Vestal Ave,Binghamton ,NY ,13903,89900,4,2,2552,binghamton
House For Sale,639 Conklin Rd,Binghamton ,NY ,13903,147900,3,2,1656,binghamton
House For Sale,19 Tremont Ave,Binghamton ,NY ,13903,45000,3,2,1700,binghamton
Apartment For Sale,24 Clarke St,Binghamton ,NY ,13905,89000,,,,binghamton
Apartment For Sale,80 Walnut St,Binghamton ,NY ,13905,189000,,,,binghamton
Apartment For Sale,24 Virgil St,Binghamton ,NY ,13901,37000,,,,binghamton
Apartment For Sale,16 Emmett St,Binghamton ,NY ,13901,31000,6,2,2310,binghamton
Apartment For Sale,5 Grace St,Binghamton ,NY ,13905,154000,,,,binghamton
Apartment For Sale,55 Ely St,Binghamton ,NY ,13904,47000,,,,binghamton
Apartment For Sale,99 Chestnut St,Binghamton ,NY ,13905,169000,,,,binghamton
Apartment For Sale,18 Munsell St,Binghamton ,NY ,13901,39000,,,,binghamton
Apartment For Sale,5 Grace St,Binghamton ,NY ,13905,154000,,,,binghamton
Apartment For Sale,10 Cary St,Binghamton ,NY ,13901,37000,,,,binghamton
Apartment For Sale,30 Edwards St,Binghamton ,NY ,13905,279000,,,,binghamton
Apartment For Sale,16 Emmett St,Binghamton ,NY ,13901,31000,6,2,2310,binghamton
Apartment For Sale,50 Clarke St,Binghamton ,NY ,13905,99000,,,,binghamton
House For Sale,13 Pearl Ave,Binghamton ,NY ,13903,94900,4,1,1368,binghamton
House For Sale,8 Lincoln Ave,Binghamton ,NY ,13905,99500,5,2,2336,binghamton
House For Sale,85 Park St,Binghamton ,NY ,13905,185000,6,3,2776,binghamton
House For Sale,43 Riverview Ave,Binghamton ,NY ,13904,89900,3,1,1608,binghamton
For Sale by Owner,39 Allendale Rd,Binghamton ,NY ,13903,139000,4,3,1621,binghamton
House For Sale,16 Timberland Dr,Binghamton ,NY ,13903,269900,4,3,2904,binghamton
Apartment For Sale,3 Burr Ave,Binghamton ,NY ,13903,82000,4,2,2484,binghamton
Lot/Land For Sale,17 Rexleigh St,Binghamton ,NY ,13903,3900,,,,binghamton
Lot/Land For Sale,15 Rexleigh St,Binghamton ,NY ,13903,2850,,,,binghamton
House For Sale,21 N Depot St SUITE 3W,Binghamton ,NY ,13901,165000,2,2,2400,binghamton
House For Sale,465 Morgan Rd,Binghamton ,NY ,13903,40000,2,1,1050,binghamton
House For Sale,1370 Hawleyton Rd,Binghamton ,NY ,13903,130000,4,2,2784,binghamton
Apartment For Sale,24 Edwards St,Binghamton ,NY ,13905,205000,10,3,4100,binghamton
Apartment For Sale,22 Edwards St,Binghamton ,NY ,13905,205000,10,4,3900,binghamton
Apartment For Sale,260 Main St,Binghamton ,NY ,13905,109000,,,,binghamton
House For Sale,105 Schubert St,Binghamton ,NY ,13905,104900,4,2,2171,binghamton
House For Sale,39 Travis Ave,Binghamton ,NY ,13904,45000,3,1,1056,binghamton
Apartment For Sale,118 Walnut St,Binghamton ,NY ,13905,45000,4,2,1870,binghamton
Pre-Foreclosure (Auction),Saratoga Ave,Binghamton ,NY ,13903,,1,1,520,binghamton
House For Sale,302 Park Ave,Binghamton ,NY ,13903,129900,3,2,1465,binghamton
Apartment For Sale,6 Beman St,Binghamton ,NY ,13901,54900,4,2,1732,binghamton
Apartment For Sale,52 Griswold St,Binghamton ,NY ,13904,49000,,,,binghamton
Apartment For Sale,29 Winding Way,Binghamton ,NY ,13905,54000,4,,2880,binghamton
Apartment For Sale,27 Winding Way,Binghamton ,NY ,13905,64000,9,3,2500,binghamton
Apartment For Sale,16 Abbott St,Binghamton ,NY ,13904,54000,4,2,1069,binghamton
Apartment For Sale,18 Abbott St,Binghamton ,NY ,13904,59000,4,3,1408,binghamton
Apartment For Sale,202 Conklin Ave,Binghamton ,NY ,13903,110500,1,1,3900,binghamton
Apartment For Sale,27 Charlotte St,Binghamton ,NY ,13905,210000,3,1,5952,binghamton
Apartment For Sale,25 Charlotte St,Binghamton ,NY ,13905,360000,3,1,5655,binghamton
Apartment For Sale,19 Seymour St,Binghamton ,NY ,13905,110500,2,1,3300,binghamton
House For Sale,58 Rush Ave,Binghamton ,NY ,13903,56900,3,1,1365,binghamton
Apartment For Sale,14 Allen St,Binghamton ,NY ,13901,44900,,,,binghamton
Apartment For Sale,27 Rutherford St,Binghamton ,NY ,13901,51000,3,1,2168,binghamton
Apartment For Sale,1 Arthur St,Binghamton ,NY ,13905,106250,2,1,3362,binghamton
Apartment For Sale,55 Broad Ave,Binghamton ,NY ,13904,63750,1,1,2192,binghamton
Apartment For Sale,57 Ely St,Binghamton ,NY ,13904,50150,1,1,2192,binghamton
For Sale by Owner,17 Way St,Binghamton ,NY ,13901,32000,4,2,1968,binghamton
Lot/Land For Sale,7 Fairview Ave,Binghamton ,NY ,13904,15000,,,,binghamton
House For Sale,366 Park Ave,Binghamton ,NY ,13903,625000,3,3,3335,binghamton
Pre-Foreclosure (Auction),Gaines St,Binghamton ,NY ,13905,,3,1,1096,binghamton
Foreclosed,244 Robinson St,Binghamton ,NY ,13904,,,,,binghamton
Apartment For Sale,35 Downs Ave,Binghamton ,NY ,13905,75000,3,1,2380,binghamton
House For Sale,2057 Cheshire Rd,Binghamton ,NY ,13903,169900,4,,2850,binghamton
Foreclosed,82 Holland St,Binghamton ,NY ,13905,,,,,binghamton
For Sale by Owner,15 Seymour St,Binghamton ,NY ,13905,65000,3,1,1296,binghamton
House For Sale,51 Lake Ave,Binghamton ,NY ,13905,28500,4,1,1456,binghamton
House For Sale,17 Westmoor Pl,Binghamton ,NY ,13905,119000,3,2,2214,binghamton
Apartment For Sale,13 Tremont Ave,Binghamton ,NY ,13903,57000,,,,binghamton
Foreclosure,60 Jackson St,Binghamton ,NY ,13903,43350,4,,1350,binghamton
House For Sale,105 Moore Ave,Binghamton ,NY ,13903,159000,4,2,1830,binghamton
Apartment For Sale,297 Robinson St,Binghamton ,NY ,13904,95000,,,,binghamton
Pre-Foreclosure (Auction),Jarvis St,Binghamton ,NY ,13905,,6,3,2460,binghamton
Make Me Move®,23 Blanchard Ave,Binghamton ,NY ,13901,65000,4,2,2088,binghamton
Foreclosed,1310 Vestal Ave,Binghamton ,NY ,13903,,,,,binghamton
House For Sale,111 E Hamton Rd,Binghamton ,NY ,13903,229000,3,3,4102,binghamton
Apartment For Sale,12 Birch St,Binghamton ,NY ,13903,69900,,,,binghamton
Apartment For Sale,21 Way St,Binghamton ,NY ,13901,135990,6,2,2400,binghamton
Pre-Foreclosure (Auction),Florence Ave,Binghamton ,NY ,13905,,3,1,1358,binghamton
Pre-Foreclosure (Auction),Bevier St,Binghamton ,NY ,13904,,2,1,1181,binghamton
Pre-Foreclosure (Auction),Kennedy St,Binghamton ,NY ,13903,,3,,1008,binghamton
House For Sale,65 S Washington St,Binghamton ,NY ,13903,49900,2,1,950,binghamton
Pre-Foreclosure (Auction),Mason Ave,Binghamton ,NY ,13904,,4,2,2344,binghamton
Foreclosed,294 Woodside Ave,Binghamton ,NY ,13903,,,,,binghamton
House For Sale,258 Stevens Rd,Binghamton ,NY ,13903,110000,3,2,1964,binghamton
Foreclosed,33 Delmar St,Binghamton ,NY ,13903,,3,1,1184,binghamton
Foreclosed,23 Stuyvesant St,Binghamton ,NY ,13901,,,,,binghamton
Foreclosed,53 Broad Ave,Binghamton ,NY ,13904,,,,,binghamton
Foreclosed,159 Bevier St,Binghamton ,NY ,13904,,,,,binghamton
Foreclosed,160 Park Ave,Binghamton ,NY ,13903,,,,,binghamton
